field_name,value,match_type,comment,page,xmin,ymin,xmax,ymax
Supination (degrees) (Before),,not_found,Data not found in the provided document,0,0,0,0,0
Supination (degrees) (3 months),,not_found,Data not found in the provided document,0,0,0,0,0
Supination (degrees) (6 months),,not_found,Data not found in the provided document,0,0,0,0,0
Supination (degrees) (1 year),,not_found,Data not found in the provided document,0,0,0,0,0
Supination (degrees) (>1 year),,not_found,Data not found in the provided document,0,0,0,0,0
Pronation (degrees) (Before),,not_found,Data not found in the provided document,0,0,0,0,0
Pronation (degrees) (3 months),,not_found,Data not found in the provided document,0,0,0,0,0
Pronation (degrees) (6 months),,not_found,Data not found in the provided document,0,0,0,0,0
Pronation (degrees) (1 year),,not_found,Data not found in the provided document,0,0,0,0,0
Pronation (degrees) (>1 year),,not_found,Data not found in the provided document,0,0,0,0,0
Radial Deviation (degrees) (Before),,not_found,Data not found in the provided document,0,0,0,0,0
Radial Deviation (degrees) (3 months),,not_found,,0,0,0,0,0
Radial Deviation (degrees) (6 months),,not_found,,0,0,0,0,0
Radial Deviation (degrees) (1 year),,not_found,,0,0,0,0,0
Radial Deviation (degrees) (>1 year),,not_found,,0,0,0,0,0
Ulnar Deviation (degrees) (Before),,not_found,,0,0,0,0,0
Ulnar Deviation (degrees) (3 months),,not_found,,0,0,0,0,0
Ulnar Deviation (degrees) (6 months),,not_found,,0,0,0,0,0
Ulnar Deviation (degrees) (1 year),,not_found,,0,0,0,0,0
Ulnar Deviation (degrees) (>1 year),,not_found,,0,0,0,0,0
Grip Strength (percent) (Before),,not_found,,0,0,0,0,0
Grip Strength (percent) (3 months),,not_found,,0,0,0,0,0
Grip Strength (percent) (6 months),,not_found,,0,0,0,0,0
Grip Strength (percent) (1 year),,not_found,,0,0,0,0,0
Grip Strength (percent) (>1 year),,not_found,,0,0,0,0,0
Radial inclination (degrees) (Before),11.8,inferred,"Inferred from the mean of 'Pre' values in Table 1, ranging from 11% to 23%.",4,254.4,619.9,269.4,627.9
Radial inclination (degrees) (After),19.3,inferred,Inferred from the mean of 'Post' values in Table 1.,4,287.3,619.9,302.3,627.9
Dorsal angulation (degrees) (Before),-16.9,inferred,Inferred from 'palmar tilt' and the 'Pre' values in Table 1.,4,624.1,619.9,639.1,627.9
Dorsal angulation (degrees) (After),-12.2,inferred,Inferred from 'palmar tilt' and the 'Post' values in Table 1.,4,624.9,619.9,639.9,627.9
Ulnar variance (millimeters) (Before),4.1,inferred,Inferred from the mean of 'Pre' values for 'Ulnar Variance' in Table 1.,4,432.8,619.9,447.8,627.9
Ulnar variance (millimeters) (After),0.5,inferred,Inferred from the mean of 'Post' values for 'Ulnar Variance' in Table 1.,4,466,619.9,481,627.9
Summary of Findings,"This technique simplifies osteotomies for extra-articular or minimally displaced articular distal radius malunion, restoring wrist parameters and achieving good union rates. It uses a tricortical iliac bone graft for structural support.",found,The text details a surgical technique for malunion correction that results in restored wrist parameters and good union rates.,1,196.883,331.425,489.143,425.405
