field_name,value,match_type,comment,page,xmin,ymin,xmax,ymax
Wrist Flexion (degrees) (1 year),,not_found,NULL,0,0,0,0,0
Wrist Flexion (degrees) (>1 year),,not_found,NULL,0,0,0,0,0
Wrist Extension (degrees) (Before),69.17,found,"Extracted from Table 2, in the 'Pre-op' column for 'Extension'",3,454,142,487,154
Wrist Extension (degrees) (3 months),,not_found,NULL,0,0,0,0,0
Wrist Extension (degrees) (6 months),,not_found,NULL,0,0,0,0,0
Wrist Extension (degrees) (1 year),,not_found,NULL,0,0,0,0,0
Wrist Extension (degrees) (>1 year),,not_found,NULL,0,0,0,0,0
Supination (degrees) (Before),40.71,found,"Extracted from Table 2, in the 'Pre-op' column for 'Supination'",3,612,142,646,154
Supination (degrees) (3 months),,not_found,NULL,0,0,0,0,0
Supination (degrees) (6 months),,not_found,NULL,0,0,0,0,0
Supination (degrees) (1 year),,not_found,NULL,0,0,0,0,0
Supination (degrees) (>1 year),,not_found,NULL,0,0,0,0,0
Pronation (degrees) (Before),57.14,found,"Extracted from Table 2, in the 'Pre-op' column for 'Pronation'",3,532,142,560,154
Pronation (degrees) (3 months),,not_found,NULL,0,0,0,0,0
Pronation (degrees) (6 months),,not_found,NULL,0,0,0,0,0
Pronation (degrees) (1 year),,not_found,NULL,0,0,0,0,0
Pronation (degrees) (>1 year),,not_found,NULL,0,0,0,0,0
Radial Deviation (degrees) (Before),19.17,found,"Extracted from Table 2, in the 'Pre-op' column for 'Radial Deviation'",3,686,142,718,154
Radial Deviation (degrees) (3 months),,not_found,NULL,1,0,0,0,0
Radial Deviation (degrees) (6 months),,not_found,NULL,1,0,0,0,0
Radial Deviation (degrees) (1 year),20.0,found,NULL,3,673,139,696,148
Radial Deviation (degrees) (>1 year),,not_found,NULL,1,0,0,0,0
Ulnar Deviation (degrees) (Before),34.17,found,NULL,3,703,139,732,148
Ulnar Deviation (degrees) (3 months),,not_found,NULL,1,0,0,0,0
Ulnar Deviation (degrees) (6 months),,not_found,NULL,1,0,0,0,0
Ulnar Deviation (degrees) (1 year),35.0,found,NULL,3,769,139,792,148
Ulnar Deviation (degrees) (>1 year),,not_found,NULL,1,0,0,0,0
Grip Strength (percent) (Before),,not_found,NULL,1,0,0,0,0
Grip Strength (percent) (3 months),,not_found,NULL,1,0,0,0,0
Grip Strength (percent) (6 months),,not_found,NULL,1,0,0,0,0
Grip Strength (percent) (1 year),,not_found,NULL,1,0,0,0,0
Grip Strength (percent) (>1 year),,not_found,NULL,1,0,0,0,0
Radial inclination (degrees) (Before),17.25,found,NULL,2,549,145,582,154
Radial inclination (degrees) (After),22.67,found,NULL,2,605,145,639,154
Dorsal angulation (degrees) (Before),26.13,found,NULL,2,724,145,757,154
Dorsal angulation (degrees) (After),-3.69,found,NULL,2,776,145,810,154
Ulnar variance (millimeters) (Before),3.69,found,NULL,2,366,145,396,154
Ulnar variance (millimeters) (After),-0.067,found,NULL,2,414,145,454,154
Summary of Findings,"Corrective osteotomy with a fixed-angle volar locking plate is a safe and reliable surgical technique for malunited distal radius fractures, resulting in improved patient function and radiological alignment with no complications.",inferred,Inferred from the abstract and results sections.,1,0,0,0,0
