field_name,value,match_type,comment,page,xmin,ymin,xmax,ymax
Wrist Flexion (degrees) (6 months),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Wrist Flexion (degrees) (1 year),120.0,found,"From the ""1 year a mean (SD)"" row for Extension/flexion (degrees)",6,431,131,454,139
Wrist Flexion (degrees) (>1 year),120.0,inferred,The value for 1 year is used as it is the final follow-up,6,431,131,454,139
Wrist Extension (degrees) (Before),103.0,found,"From the ""Preoperatively mean (SD)"" row for Extension/flexion (degrees)",6,349,131,371,139
Wrist Extension (degrees) (3 months),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Wrist Extension (degrees) (6 months),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Wrist Extension (degrees) (1 year),120.0,found,"From the ""1 year a mean (SD)"" row for Extension/flexion (degrees)",6,431,131,454,139
Wrist Extension (degrees) (>1 year),120.0,inferred,The value for 1 year is used as it is the final follow-up,6,431,131,454,139
Supination (degrees) (Before),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Supination (degrees) (3 months),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Supination (degrees) (6 months),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Supination (degrees) (1 year),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Supination (degrees) (>1 year),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Pronation (degrees) (Before),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Pronation (degrees) (3 months),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Pronation (degrees) (6 months),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Pronation (degrees) (1 year),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Pronation (degrees) (>1 year),,not_found,Not mentioned in the document and cannot be inferred.,6,0,0,0,0
Radial Deviation (degrees) (Before),32.0,found,"From ""Preoperatively mean (SD)"" for Radio-ulnar deviation",6,349,119,371,128
Radial Deviation (degrees) (3 months),,not_found,NULL,6,0,0,0,0
Radial Deviation (degrees) (6 months),,not_found,NULL,6,0,0,0,0
Radial Deviation (degrees) (1 year),43,found,NULL,6,662,273,679,283
Radial Deviation (degrees) (>1 year),,not_found,NULL,6,0,0,0,0
Ulnar Deviation (degrees) (Before),32,found,NULL,6,542,273,560,283
Ulnar Deviation (degrees) (3 months),,not_found,NULL,6,0,0,0,0
Ulnar Deviation (degrees) (6 months),,not_found,NULL,6,0,0,0,0
Ulnar Deviation (degrees) (1 year),43,found,NULL,6,662,273,679,283
Ulnar Deviation (degrees) (>1 year),,not_found,NULL,6,0,0,0,0
Grip Strength (percent) (Before),62,found,NULL,6,542,303,560,313
Grip Strength (percent) (3 months),,not_found,NULL,6,0,0,0,0
Grip Strength (percent) (6 months),,not_found,NULL,6,0,0,0,0
Grip Strength (percent) (1 year),82,found,NULL,6,662,303,679,313
Grip Strength (percent) (>1 year),,not_found,NULL,6,0,0,0,0
Radial inclination (degrees) (Before),20,found,NULL,5,454,572,483,582
Radial inclination (degrees) (After),21,found,NULL,5,546,572,558,582
Dorsal angulation (degrees) (Before),17,found,NULL,5,454,587,483,597
Dorsal angulation (degrees) (After),0,found,NULL,5,606,587,639,597
Ulnar variance (millimeters) (Before),4,found,NULL,5,454,557,483,567
Ulnar variance (millimeters) (After),2.6,found,NULL,5,546,557,558,567
Summary of Findings,Osteotomy effectively enhances motion and strength in malunited distal radial fractures. Bone substitute avoids donor site issues. Radiographic correction maintained.,inferred,Inferred from the abstract and results section.,2,0,0,0,0
